class_name,prompt_index,prompt_text,own_class_similarity,best_other_class,best_other_similarity,other_minus_own,nearest_same_class_prompt_similarity
Assault,1,a one-sided attack with punches and defensive movement,0.870227038860321,Abuse,0.8344606161117554,-0.035766422748565674,0.8087479472160339
Arrest,3,law enforcement securing a suspect during formal custody,0.9264601469039917,Shooting,0.886428713798523,-0.04003143310546875,0.8616369962692261
Shoplifting,4,a customer exiting retail space with concealed merchandise,0.8900545239448547,Explosion,0.8494396805763245,-0.04061484336853027,0.8347513675689697
Stealing,2,a suspect carrying property while the owner is distracted,0.9344395399093628,Burglary,0.8917675018310547,-0.042672038078308105,0.8169841766357422
Explosion,3,a concentrated blast throwing debris radially outward,0.9645351767539978,Shooting,0.9186025857925415,-0.0459325909614563,0.9486336708068848
Fighting,0,two groups mutually exchanging punches in a brawl,0.9447820782661438,Explosion,0.8968825936317444,-0.047899484634399414,0.904682993888855
Stealing,0,a person taking unattended property and leaving quickly,0.8760615587234497,Robbery,0.8255996704101562,-0.05046188831329346,0.90748131275177
Assault,4,an attacker chasing one target while striking repeatedly,0.9430618286132812,Shooting,0.8912572860717773,-0.051804542541503906,0.9233372211456299
Abuse,4,an aggressor dragging or overpowering a vulnerable person,0.966115415096283,Fighting,0.9122098684310913,-0.05390554666519165,0.920171320438385
Assault,0,a single attacker lunging with a direct strike,0.9626936912536621,Fighting,0.907873272895813,-0.05482041835784912,0.9233372211456299
Explosion,0,an instant detonation expanding from a blast center,0.9691122770309448,Shooting,0.9142377376556396,-0.054874539375305176,0.9486336708068848
Assault,3,a victim stumbling backward after a sudden hit,0.9517669677734375,Abuse,0.8966013193130493,-0.055165648460388184,0.889366090297699
Fighting,1,multiple participants striking each other during mutual combat,0.8805509805679321,Abuse,0.8249613642692566,-0.05558961629867554,0.8466947078704834
Explosion,2,a structure bursting apart from explosive force,0.9358932971954346,Shooting,0.8788473010063171,-0.05704599618911743,0.9316591024398804
Arrest,1,officers escorting a handcuffed person toward a patrol car,0.9196577668190002,Shooting,0.8610227108001709,-0.058635056018829346,0.8555143475532532
Shooting,2,a shooter raising a gun before firing,0.9116013646125793,Explosion,0.8521899580955505,-0.05941140651702881,0.8369193077087402
Shooting,1,a visible muzzle flash from a discharged gun,0.9370068907737732,Explosion,0.8746362328529358,-0.0623706579208374,0.8841040134429932
Shooting,4,an armed shooter discharging a weapon toward people,0.9667360782623291,Arrest,0.900244414806366,-0.06649166345596313,0.9372386932373047
Shooting,0,an armed person aiming and firing a firearm,0.952987551689148,Vandalism,0.8845287561416626,-0.06845879554748535,0.9229528903961182
Shoplifting,0,a shopper concealing merchandise inside clothing or bag,0.9474863409996033,Stealing,0.8759689331054688,-0.07151740789413452,0.879502534866333
Abuse,0,a vulnerable victim enduring repeated close range mistreatment,0.9663937091827393,Assault,0.8929320573806763,-0.07346165180206299,0.9152800440788269
Shoplifting,1,a person hiding a retail item while browsing shelves,0.9414499998092651,Vandalism,0.8677545785903931,-0.07369542121887207,0.8561598062515259
Stealing,3,a person pocketing an unattended item and changing direction,0.8697754144668579,Robbery,0.7939051389694214,-0.07587027549743652,0.90748131275177
Fighting,3,several combatants grappling and swinging simultaneously,0.9369730949401855,Assault,0.8564794063568115,-0.08049368858337402,0.8491858243942261
Arrest,4,a detained person kneeling while officers apply restraints,0.9625200033187866,Abuse,0.8817586898803711,-0.08076131343841553,0.9332239627838135
Shooting,3,a person firing a handgun in surveillance footage,0.9620025157928467,Vandalism,0.8809722661972046,-0.08103024959564209,0.9372386932373047
Arson,1,a person pouring accelerant before visible fire grows,0.9593825340270996,Vandalism,0.8782491683959961,-0.08113336563110352,0.9081807136535645
Arrest,0,uniformed police placing handcuffs on a detained suspect,0.9542779326438904,Robbery,0.8702583312988281,-0.08401960134506226,0.943764328956604
Arrest,2,a handcuffed suspect standing between multiple police officers,0.9705630540847778,Abuse,0.8823659420013428,-0.08819711208343506,0.943764328956604
Robbery,1,a victim handing belongings under close range intimidation,0.9134196639060974,Burglary,0.8248119354248047,-0.08860772848129272,0.850080132484436
Shoplifting,2,store goods disappearing beneath a jacket while shopping,0.9095398187637329,Vandalism,0.7967060208320618,-0.11283379793167114,0.8469947576522827
RoadAccidents,3,vehicles swerving before colliding in traffic,0.91925448179245,Stealing,0.796532392501831,-0.1227220892906189,0.851590633392334
Shoplifting,3,a shopper slipping merchandise into a bag in aisle,0.9117330312728882,Stealing,0.7778393626213074,-0.1338936686515808,0.879502534866333
RoadAccidents,2,a motorbike sliding across a lane after collision,0.9454820156097412,Vandalism,0.8108965158462524,-0.13458549976348877,0.8592313528060913
RoadAccidents,4,a crashed vehicle blocking lanes after impact,0.9331893920898438,Vandalism,0.7974141836166382,-0.13577520847320557,0.8496673703193665
Robbery,0,a threatening person forcing a victim to surrender valuables,0.8897479772567749,Burglary,0.745285153388977,-0.14446282386779785,0.9253424406051636
Robbery,4,a robber confronting a victim before taking belongings,0.8926412463188171,Burglary,0.7475898265838623,-0.14505141973495483,0.9253424406051636
RoadAccidents,0,a vehicle collision causing roadway impact and disruption,0.9294394254684448,Stealing,0.7531695365905762,-0.17626988887786865,0.851590633392334
Normal,0,pedestrians walking calmly along an ordinary street,0.9790065884590149,RoadAccidents,0.2403712272644043,-0.7386353611946106,0.9525700211524963
Normal,1,people waiting and talking in a public area,0.9682861566543579,Stealing,0.20411822199821472,-0.7641679048538208,0.9525700211524963
Normal,2,vehicles moving steadily through regular traffic,0.9754260778427124,RoadAccidents,0.1741645634174347,-0.8012615442276001,0.952170729637146
Normal,3,customers standing calmly near store counters,0.970463216304779,RoadAccidents,0.16259530186653137,-0.8078678846359253,0.9485025405883789
Normal,4,people entering and exiting buildings at normal pace,0.9796795845031738,RoadAccidents,0.14922258257865906,-0.8304569721221924,0.952170729637146
