class_index,class_name,rank_in_class,source_file,source_stem,source_prompts_per_class,prompt_index,selection_score,anchor_similarity,intra_prompt_similarity,inter_prompt_similarity,anchor_margin,best_other_anchor_class,best_other_anchor_similarity,raw_prompt_text,encoded_prompt_text
0,Normal,12,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,4,0.4705734491348266,0.7900629043579102,0.7902581691741943,0.8076772689819336,0.011745750904083252,Stealing,0.7783171534538269,people entering and exiting buildings at normal pace,normal people entering and exiting buildings at normal pace
0,Normal,13,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,4,0.4705734491348266,0.7900629043579102,0.7902581691741943,0.8076772689819336,0.011745750904083252,Stealing,0.7783171534538269,people entering and exiting buildings at normal pace,normal people entering and exiting buildings at normal pace
0,Normal,14,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,3,0.4700555622577667,0.7990416288375854,0.7894473671913147,0.831497311592102,0.020960450172424316,RoadAccidents,0.7780811786651611,a normal street scene with everyday human activity,normal a normal street scene with everyday human activity
0,Normal,15,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,6,0.46836937069892887,0.7904609441757202,0.7996321320533752,0.8337537050247192,-0.021568655967712402,Arrest,0.8120296001434326,people entering and exiting buildings in a routine manner,normal people entering and exiting buildings in a routine manner
0,Normal,16,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,1,0.46481078267097464,0.7942724227905273,0.7900887131690979,0.8467602133750916,-0.017895221710205078,Fighting,0.8121676445007324,people standing and talking without aggressive movement,normal people standing and talking without aggressive movement
0,Normal,17,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,6,0.4575293719768524,0.7682296633720398,0.7939069271087646,0.8237876892089844,-0.02678823471069336,Stealing,0.7950178980827332,people entering and exiting buildings at a steady pace,normal people entering and exiting buildings at a steady pace
0,Normal,18,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,2,0.45546561479568476,0.7680767774581909,0.7943865060806274,0.8344436287879944,-0.05146169662475586,Shoplifting,0.8195384740829468,people shopping or standing normally without unusual activity,normal people shopping or standing normally without unusual activity
0,Normal,19,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,4,0.4471111118793487,0.7619171738624573,0.7441802024841309,0.7855076789855957,0.016444027423858643,Fighting,0.7454731464385986,workers calmly performing tasks around counters and equipment,normal workers calmly performing tasks around counters and equipment
0,Normal,20,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,8,0.4447041988372803,0.7371854782104492,0.7765935659408569,0.7843330502510071,-0.014845848083496094,Fighting,0.7520313262939453,people standing calmly near counters and doorways,normal people standing calmly near counters and doorways
0,Normal,21,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,2,0.43373988866806024,0.7493592500686646,0.7632250785827637,0.8495362997055054,-0.056707799434661865,RoadAccidents,0.8060670495033264,vehicles moving steadily through regular traffic,normal vehicles moving steadily through regular traffic
0,Normal,22,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,2,0.43373987078666687,0.7493592500686646,0.7632250189781189,0.8495362997055054,-0.056707799434661865,RoadAccidents,0.8060670495033264,vehicles moving steadily through regular traffic,normal vehicles moving steadily through regular traffic
0,Normal,23,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,2,0.43345515131950385,0.746381938457489,0.755944013595581,0.8325951099395752,-0.02750420570373535,RoadAccidents,0.7738861441612244,vehicles moving through traffic in an ordinary way,normal vehicles moving through traffic in an ordinary way
0,Normal,24,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,3,0.4332276105880737,0.7610710263252258,0.7631331086158752,0.8812391757965088,-0.0711563229560852,Shoplifting,0.832227349281311,shoppers browsing shelves and paying at checkout,normal shoppers browsing shelves and paying at checkout
0,Normal,25,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,4,0.43000454306602476,0.7309258580207825,0.7255302667617798,0.765587329864502,-0.012644946575164795,Shoplifting,0.7435708045959473,workers performing routine tasks in a calm store,normal workers performing routine tasks in a calm store
0,Normal,26,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,2,0.4276683390140533,0.7421202659606934,0.7515917420387268,0.8443465828895569,-0.04178142547607422,RoadAccidents,0.7839016914367676,vehicles moving normally through regular traffic flow,normal vehicles moving normally through regular traffic flow
0,Normal,27,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,3,0.4187800049781799,0.7007884979248047,0.764396071434021,0.8046653270721436,-0.05967134237289429,Shoplifting,0.760459840297699,customers standing calmly near store counters,normal customers standing calmly near store counters
0,Normal,28,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,3,0.41877998709678643,0.7007884979248047,0.7643960118293762,0.8046653270721436,-0.05967134237289429,Shoplifting,0.760459840297699,customers standing calmly near store counters,normal customers standing calmly near store counters
0,Normal,29,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,3,0.4166917443275451,0.7212867736816406,0.7616122961044312,0.8621766567230225,-0.10599470138549805,Shoplifting,0.8272814750671387,shoppers browsing shelves and carrying bags normally,normal shoppers browsing shelves and carrying bags normally
0,Normal,30,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,0,0.41159955263137815,0.669931173324585,0.7668664455413818,0.7671298384666443,-0.009360194206237793,RoadAccidents,0.6792913675308228,pedestrians walking calmly along an ordinary street,normal pedestrians walking calmly along an ordinary street
0,Normal,31,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,0,0.41159955263137815,0.669931173324585,0.7668664455413818,0.7671298384666443,-0.009360194206237793,RoadAccidents,0.6792913675308228,pedestrians walking calmly along an ordinary street,normal pedestrians walking calmly along an ordinary street
0,Normal,32,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,0,0.40866306424140925,0.6601231098175049,0.7608609795570374,0.7482839226722717,-0.0043198466300964355,RoadAccidents,0.6644429564476013,pedestrians walking calmly along a quiet street,normal pedestrians walking calmly along a quiet street
0,Normal,33,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,5,0.38683911561965945,0.6315218806266785,0.7116526961326599,0.7120881676673889,0.012714147567749023,Vandalism,0.6188077330589294,pedestrians crossing a walkway with regular spacing,normal pedestrians crossing a walkway with regular spacing
0,Normal,34,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,5,0.38683911561965945,0.6315218806266785,0.7116526961326599,0.7120881676673889,0.012714147567749023,Vandalism,0.6188077330589294,pedestrians crossing a walkway with regular spacing,normal pedestrians crossing a walkway with regular spacing
0,Normal,35,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,0,0.3702825903892517,0.6227198839187622,0.7260416746139526,0.7944492697715759,-0.008870899677276611,RoadAccidents,0.6315907835960388,a normal street scene with pedestrians walking calmly,normal a normal street scene with pedestrians walking calmly
1,Abuse,1,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,0,0.5367644727230072,0.8929423093795776,0.908682644367218,0.9115573763847351,0.0182420015335083,Fighting,0.8747003078460693,a vulnerable victim enduring repeated close range mistreatment,abuse a vulnerable victim enduring repeated close range mistreatment
1,Abuse,2,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,0,0.5367644727230072,0.8929423093795776,0.908682644367218,0.9115573763847351,0.0182420015335083,Fighting,0.8747003078460693,a vulnerable victim enduring repeated close range mistreatment,abuse a vulnerable victim enduring repeated close range mistreatment
1,Abuse,3,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,1,0.5363261580467225,0.8907308578491211,0.9197473526000977,0.9248173832893372,0.038230955600738525,Assault,0.8524999022483826,a person being subjected to repeated physical violence by another person,abuse a person being subjected to repeated physical violence by another person
1,Abuse,4,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,0,0.5349052667617799,0.8853909969329834,0.913398027420044,0.9090481996536255,0.034179866313934326,Fighting,0.8512111306190491,physical abuse where one person repeatedly hurts another person in a close environment,abuse physical abuse where one person repeatedly hurts another person in a close environment
1,Abuse,5,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,6,0.5346813797950745,0.8844945430755615,0.9245510101318359,0.9246559739112854,0.026169657707214355,Assault,0.8583248853683472,a vulnerable person recoiling from sustained aggressive contact,abuse a vulnerable person recoiling from sustained aggressive contact
1,Abuse,6,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,1,0.5337385058403015,0.8729998469352722,0.9040891528129578,0.8699408173561096,0.027534306049346924,Fighting,0.8454655408859253,a stronger aggressor controlling a weaker victim indoors,abuse a stronger aggressor controlling a weaker victim indoors
1,Abuse,7,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,1,0.5337385058403015,0.8729998469352722,0.9040891528129578,0.8699408173561096,0.027534306049346924,Fighting,0.8454655408859253,a stronger aggressor controlling a weaker victim indoors,abuse a stronger aggressor controlling a weaker victim indoors
1,Abuse,8,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,2,0.5329981684684753,0.8742799162864685,0.9228103756904602,0.9049245119094849,0.03372722864151001,Assault,0.8405526876449585,a helpless person recoiling from sustained physical abuse,abuse a helpless person recoiling from sustained physical abuse
1,Abuse,9,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,2,0.5329981684684753,0.8742799162864685,0.9228103756904602,0.9049245119094849,0.03372722864151001,Assault,0.8405526876449585,a helpless person recoiling from sustained physical abuse,abuse a helpless person recoiling from sustained physical abuse
1,Abuse,10,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,9,0.532090264558792,0.8730083107948303,0.9144501686096191,0.893744707107544,0.024818241596221924,Assault,0.8481900691986084,a hostile person restraining and hurting a defenseless target,abuse a hostile person restraining and hurting a defenseless target
1,Abuse,11,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,6,0.5313890397548675,0.8779112100601196,0.9234731793403625,0.9230425953865051,0.023314297199249268,Assault,0.8545969128608704,a vulnerable person recoiling from sustained aggressive body contact,abuse a vulnerable person recoiling from sustained aggressive body contact
1,Abuse,12,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,3,0.531260859966278,0.8858923316001892,0.9144483208656311,0.9300990104675293,0.03004288673400879,Assault,0.8558494448661804,a person repeatedly attacking someone who appears unable to escape,abuse a person repeatedly attacking someone who appears unable to escape
1,Abuse,13,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,7,0.5307121872901915,0.8696653842926025,0.9050326347351074,0.8781514763832092,0.029655158519744873,Fighting,0.8400102257728577,a stronger aggressor overpowering a weaker person indoors,abuse a stronger aggressor overpowering a weaker person indoors
1,Abuse,14,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,7,0.5307121872901915,0.8696653842926025,0.9050326347351074,0.8781514763832092,0.029655158519744873,Fighting,0.8400102257728577,a stronger aggressor overpowering a weaker person indoors,abuse a stronger aggressor overpowering a weaker person indoors
1,Abuse,15,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,3,0.5267130792140959,0.873114824295044,0.8940877318382263,0.890353262424469,0.0081329345703125,Fighting,0.8649818897247314,a defenseless victim shielding from repeated aggressive contact,abuse a defenseless victim shielding from repeated aggressive contact
1,Abuse,16,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,3,0.5267130613327026,0.873114824295044,0.8940876722335815,0.890353262424469,0.0081329345703125,Fighting,0.8649818897247314,a defenseless victim shielding from repeated aggressive contact,abuse a defenseless victim shielding from repeated aggressive contact
1,Abuse,17,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,2,0.5261467933654784,0.8684426546096802,0.9163440465927124,0.9148887395858765,0.024228215217590332,Assault,0.8442144393920898,a violent person grabbing and controlling a weaker victim,abuse a violent person grabbing and controlling a weaker victim
1,Abuse,18,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,4,0.5254131138324738,0.873923122882843,0.908902645111084,0.9210962057113647,0.02087312936782837,Assault,0.8530499935150146,an attacker cornering someone and delivering forceful blows,abuse an attacker cornering someone and delivering forceful blows
1,Abuse,19,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,4,0.5229766428470611,0.8694140911102295,0.9090171456336975,0.9221777319908142,0.018583953380584717,Assault,0.8508301377296448,an attacker cornering someone and delivering forceful hits,abuse an attacker cornering someone and delivering forceful hits
1,Abuse,20,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,4,0.5219418168067932,0.8577167987823486,0.9048682451248169,0.8918852806091309,0.02776545286178589,Assault,0.8299513459205627,an aggressor dragging or overpowering a vulnerable person,abuse an aggressor dragging or overpowering a vulnerable person
1,Abuse,21,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,4,0.5219418168067932,0.8577167987823486,0.9048682451248169,0.8918852806091309,0.02776545286178589,Assault,0.8299513459205627,an aggressor dragging or overpowering a vulnerable person,abuse an aggressor dragging or overpowering a vulnerable person
1,Abuse,22,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,2,0.5181135475635528,0.859461784362793,0.8997138142585754,0.9076574444770813,0.018943846225738525,Assault,0.8405179381370544,a person aggressively grabbing and hurting another person indoors,abuse a person aggressively grabbing and hurting another person indoors
1,Abuse,23,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,4,0.5171408593654633,0.8657188415527344,0.8942562937736511,0.9199772477149963,0.034793853759765625,Assault,0.8309249877929688,domestic violence involving physical harm between two people,abuse domestic violence involving physical harm between two people
1,Abuse,24,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,3,0.5112419545650483,0.8388849496841431,0.8983713984489441,0.8885596990585327,0.026928484439849854,Fighting,0.8119564652442932,a victim shielding their body from repeated physical mistreatment,abuse a victim shielding their body from repeated physical mistreatment
1,Abuse,25,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,8,0.5066342711448668,0.8467726111412048,0.8986945748329163,0.9318020343780518,0.004733085632324219,Assault,0.8420395255088806,a victim collapsing after repeated blows from another person,abuse a victim collapsing after repeated blows from another person
1,Abuse,26,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,8,0.5066342711448668,0.8467726111412048,0.8986945748329163,0.9318020343780518,0.004733085632324219,Assault,0.8420395255088806,a victim collapsing after repeated blows from another person,abuse a victim collapsing after repeated blows from another person
1,Abuse,27,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,3,0.4958525598049164,0.815072238445282,0.8849920034408569,0.8859058022499084,0.02129155397415161,Assault,0.7937806844711304,a victim shielding their body during repeated physical mistreatment,abuse a victim shielding their body during repeated physical mistreatment
1,Abuse,28,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,2,0.49461503028869624,0.8087178468704224,0.866540789604187,0.848530650138855,0.036093831062316895,Assault,0.7726240158081055,a dominant person grabbing and controlling a weaker victim,abuse a dominant person grabbing and controlling a weaker victim
1,Abuse,29,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,9,0.49256735444068905,0.8194939494132996,0.877863883972168,0.9026939272880554,0.0005671381950378418,Assault,0.8189268112182617,a hostile person hurting a defenseless target at close range,abuse a hostile person hurting a defenseless target at close range
1,Abuse,30,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,0,0.4635763704776764,0.7768023610115051,0.8339080810546875,0.8749861717224121,-0.01195383071899414,Assault,0.7887561917304993,a surveillance frame of an aggressor striking a vulnerable victim,abuse a surveillance frame of an aggressor striking a vulnerable victim
1,Abuse,31,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,0,0.4635763704776764,0.7768023610115051,0.8339080810546875,0.8749861717224121,-0.01195383071899414,Assault,0.7887561917304993,a surveillance frame of an aggressor striking a vulnerable victim,abuse a surveillance frame of an aggressor striking a vulnerable victim
1,Abuse,32,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,1,0.4603277981281281,0.7588808536529541,0.840376079082489,0.8561272621154785,0.014279603958129883,Assault,0.7446012496948242,a person forcefully pushing a helpless victim against furniture,abuse a person forcefully pushing a helpless victim against furniture
1,Abuse,33,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,1,0.4603277802467346,0.7588808536529541,0.8403760194778442,0.8561272621154785,0.014279603958129883,Assault,0.7446012496948242,a person forcefully pushing a helpless victim against furniture,abuse a person forcefully pushing a helpless victim against furniture
1,Abuse,34,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,5,0.44534816741943356,0.7444539070129395,0.8396668434143066,0.8938941955566406,-0.0033187270164489746,Assault,0.7477726340293884,a person dragging a resisting victim across the floor,abuse a person dragging a resisting victim across the floor
1,Abuse,35,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,5,0.44534816741943356,0.7444539070129395,0.8396668434143066,0.8938941955566406,-0.0033187270164489746,Assault,0.7477726340293884,a person dragging a resisting victim across the floor,abuse a person dragging a resisting victim across the floor
2,Arrest,1,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,3,0.5258317828178405,0.8786104321479797,0.8787702918052673,0.8855226039886475,0.0660434365272522,RoadAccidents,0.8125669956207275,a person being arrested by uniformed police officers,arrest a person being arrested by uniformed police officers
2,Arrest,2,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,8,0.5234292089939117,0.8486096262931824,0.8942664861679077,0.8457777500152588,0.06690549850463867,Assault,0.7817041277885437,a detained person being guided beside police officers,arrest a detained person being guided beside police officers
2,Arrest,3,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,4,0.5191037356853485,0.8350326418876648,0.9004189968109131,0.8426914215087891,0.056290507316589355,Assault,0.7787421345710754,police officers surrounding and controlling a detained person,arrest police officers surrounding and controlling a detained person
2,Arrest,4,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,9,0.5144481062889099,0.8351098299026489,0.8815112113952637,0.8378008604049683,0.06472599506378174,Assault,0.7703838348388672,law enforcement securing wrists of a compliant detained person,arrest law enforcement securing wrists of a compliant detained person
2,Arrest,5,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,7,0.5095510005950927,0.8385506868362427,0.8850338459014893,0.8761724829673767,0.050436556339263916,Assault,0.7881141304969788,police pulling a suspect's arms behind their back,arrest police pulling a suspect's arms behind their back
2,Arrest,6,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,2,0.5076115310192109,0.816964864730835,0.899003803730011,0.8528602123260498,0.05665785074234009,Assault,0.7603070139884949,a police officer holding a detained suspect in custody,arrest a police officer holding a detained suspect in custody
2,Arrest,7,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,3,0.5044439375400543,0.8224391341209412,0.8807748556137085,0.855040431022644,0.055186688899993896,Assault,0.7672524452209473,law enforcement securing a suspect during formal custody,arrest law enforcement securing a suspect during formal custody
2,Arrest,8,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,3,0.5044439375400543,0.8224391341209412,0.8807748556137085,0.855040431022644,0.055186688899993896,Assault,0.7672524452209473,law enforcement securing a suspect during formal custody,arrest law enforcement securing a suspect during formal custody
2,Arrest,9,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,0,0.5037023365497589,0.7984972596168518,0.8972811698913574,0.8236532211303711,0.08109539747238159,Assault,0.7174018621444702,uniformed police placing handcuffs on a detained suspect,arrest uniformed police placing handcuffs on a detained suspect
2,Arrest,10,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,0,0.5037023365497589,0.7984972596168518,0.8972811698913574,0.8236532211303711,0.08109539747238159,Assault,0.7174018621444702,uniformed police placing handcuffs on a detained suspect,arrest uniformed police placing handcuffs on a detained suspect
2,Arrest,11,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,0,0.5037023365497589,0.7984972596168518,0.8972811698913574,0.8236532211303711,0.08109539747238159,Assault,0.7174018621444702,uniformed police placing handcuffs on a detained suspect,arrest uniformed police placing handcuffs on a detained suspect
2,Arrest,12,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,2,0.5034815311431884,0.8154527544975281,0.886323869228363,0.8507100343704224,0.04928457736968994,Assault,0.7661681771278381,police surrounding a suspect and directing surrender,arrest police surrounding a suspect and directing surrender
2,Arrest,13,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,6,0.5033171117305756,0.8063161373138428,0.8840281367301941,0.8252469897270203,0.06625127792358398,Stealing,0.7400648593902588,a handcuffed suspect standing between multiple police officers,arrest a handcuffed suspect standing between multiple police officers
2,Arrest,14,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,2,0.5033171117305756,0.8063161373138428,0.8840281367301941,0.8252469897270203,0.06625127792358398,Stealing,0.7400648593902588,a handcuffed suspect standing between multiple police officers,arrest a handcuffed suspect standing between multiple police officers
2,Arrest,15,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,2,0.5033171117305756,0.8063161373138428,0.8840281367301941,0.8252469897270203,0.06625127792358398,Stealing,0.7400648593902588,a handcuffed suspect standing between multiple police officers,arrest a handcuffed suspect standing between multiple police officers
2,Arrest,16,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,8,0.5032255172729493,0.8208902478218079,0.891689121723175,0.8736317157745361,0.053813040256500244,Stealing,0.7670772075653076,a patrol team moving a suspect into police custody,arrest a patrol team moving a suspect into police custody
2,Arrest,17,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,9,0.502674400806427,0.8041528463363647,0.9018301963806152,0.8497554063796997,0.046053290367126465,Assault,0.7580995559692383,officers immobilizing a suspect using coordinated restraint,arrest officers immobilizing a suspect using coordinated restraint
2,Arrest,18,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,6,0.5001275420188903,0.8197097778320312,0.8842159509658813,0.8749606609344482,0.051522791385650635,Assault,0.7681869864463806,a patrol team blocking a suspect from escaping,arrest a patrol team blocking a suspect from escaping
2,Arrest,19,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,1,0.5000890672206878,0.7881766557693481,0.8978952765464783,0.8168392181396484,0.07036185264587402,Assault,0.7178148031234741,officers handcuffing a detained person with controlled posture,arrest officers handcuffing a detained person with controlled posture
2,Arrest,20,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,0,0.4943375706672668,0.7774626612663269,0.9007638096809387,0.8231145143508911,0.06486302614212036,Shoplifting,0.7125996351242065,police arresting and restraining a suspect with handcuffs,arrest police arresting and restraining a suspect with handcuffs
2,Arrest,21,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,5,0.49211269617080683,0.8052366375923157,0.8869879841804504,0.8830100893974304,0.05274933576583862,Assault,0.752487301826477,officers searching a suspect after applying physical restraint,arrest officers searching a suspect after applying physical restraint
2,Arrest,22,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,4,0.49032008051872256,0.7833794355392456,0.867978036403656,0.8088152408599854,0.07284247875213623,Assault,0.7105369567871094,a detained person kneeling while officers apply restraints,arrest a detained person kneeling while officers apply restraints
