eval_video_label,prompt_class_name,prompt_class_index,prompt_index,prompt_text,auc,ap,positive_mean,negative_mean,margin
Abuse,Stealing,12,0,stealing a person secretly stealing an unattended object,30.50287356321839,3.992620340840907,0.3058137595653534,0.3496001660823822,-0.04378640651702881
Abuse,Vandalism,13,0,vandalism someone striking public property until visible damage appears,63.91522988505747,7.63471835006092,0.5694999694824219,0.5500439405441284,0.019456028938293457
Arrest,Normal,0,0,normal an orderly scene with predictable everyday human activity,49.20720108204825,25.753270696817786,0.398546040058136,0.2849317789077759,0.11361426115036011
Arrest,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,61.40404211868392,35.916383970804866,0.552375078201294,0.38562220335006714,0.1667528748512268
Arrest,Arrest,2,0,arrest a person being arrested by uniformed police officers,66.83055073662858,53.411885634815626,0.5616139769554138,0.3990282118320465,0.1625857651233673
Arrest,Arson,3,0,arson a person lighting material before flames spread,20.19785238439249,14.344247890072264,0.313503623008728,0.42647552490234375,-0.11297190189361572
Arrest,Assault,4,0,assault an attacker swinging arms repeatedly at another person,48.43706127974398,23.428543267355863,0.41680026054382324,0.41000357270240784,0.006796687841415405
Arrest,Burglary,5,0,burglary a person illegally entering a building to steal property,58.97984248905459,37.6412658578391,0.558792769908905,0.3988976776599884,0.15989509224891663
Arrest,Explosion,6,0,explosion a powerful blast destroying an object or structure,52.710846976559566,25.92900741860591,0.4726013243198395,0.3278530240058899,0.14474830031394958
Arrest,Fighting,7,0,fighting a public fight where both sides are physically attacking,59.16507201998205,34.4865996428658,0.5296027660369873,0.3528391718864441,0.1767635941505432
Arrest,RoadAccidents,8,0,roadAccidents a vehicle collision causing roadway impact and disruption,65.1513211763543,48.88599753179956,0.5591474771499634,0.4084559679031372,0.15069150924682617
Arrest,Robbery,9,0,robbery a threatening person demanding valuables from a victim,58.357741712647694,36.900292894588276,0.5546917915344238,0.3872468173503876,0.16744497418403625
Arrest,Shooting,10,0,shooting a shooting incident involving a visible gun,25.797855780876343,15.15603336480122,0.3386205732822418,0.44340723752975464,-0.10478666424751282
Arrest,Shoplifting,11,0,shoplifting a person secretly taking merchandise from a store without paying,55.792621769470266,28.892024417576966,0.5011266469955444,0.34486228227615356,0.15626436471939087
Arrest,Stealing,12,0,stealing a person secretly stealing an unattended object,30.528605606576885,16.10722247120078,0.27903884649276733,0.36209702491760254,-0.0830581784248352
Arrest,Vandalism,13,0,vandalism someone striking public property until visible damage appears,55.80222726414691,33.8347897814992,0.5013014674186707,0.3433166742324829,0.15798479318618774
Arson,Normal,0,0,normal an orderly scene with predictable everyday human activity,73.37940203944105,47.48103757714859,0.43551403284072876,0.2528690695762634,0.18264496326446533
Arson,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,73.76512712078154,47.613063129035055,0.8752711415290833,0.5067123770713806,0.36855876445770264
Arson,Arrest,2,0,arrest a person being arrested by uniformed police officers,77.86450129348624,49.66914865746105,0.894353449344635,0.5164405703544617,0.37791287899017334
Arson,Arson,3,0,arson a person lighting material before flames spread,49.97562402675475,29.06833331031473,0.3491496741771698,0.34944164752960205,-0.000291973352432251
Arson,Assault,4,0,assault an attacker swinging arms repeatedly at another person,66.29940410261824,40.294119765817975,0.38401466608047485,0.2777101993560791,0.10630446672439575
Arson,Burglary,5,0,burglary a person illegally entering a building to steal property,71.26020900563621,46.32735447461197,0.8971958756446838,0.5134706497192383,0.38372522592544556
Arson,Explosion,6,0,explosion a powerful blast destroying an object or structure,75.11414716119533,50.432285242400596,0.6307466626167297,0.347470760345459,0.28327590227127075
Arson,Fighting,7,0,fighting a public fight where both sides are physically attacking,74.84861568350294,46.40865600357154,0.8198649287223816,0.4541032612323761,0.3657616674900055
Arson,RoadAccidents,8,0,roadAccidents a vehicle collision causing roadway impact and disruption,70.15318261201611,39.47729382290267,0.9169562458992004,0.5643754601478577,0.3525807857513428
Arson,Robbery,9,0,robbery a threatening person demanding valuables from a victim,72.6143277453248,45.885102938110464,0.8499494194984436,0.4709131121635437,0.3790363073348999
Arson,Shooting,10,0,shooting a shooting incident involving a visible gun,51.10626807435417,29.10244590435803,0.3239869773387909,0.3109554648399353,0.01303151249885559
Arson,Shoplifting,11,0,shoplifting a person secretly taking merchandise from a store without paying,73.36646072249505,46.961611211671986,0.5886951684951782,0.31262895464897156,0.27606621384620667
Arson,Stealing,12,0,stealing a person secretly stealing an unattended object,60.8144908301147,41.65570535251832,0.35930681228637695,0.30708950757980347,0.052217304706573486
Arson,Vandalism,13,0,vandalism someone striking public property until visible damage appears,72.81588102389789,43.592895463769736,0.8156221508979797,0.45180755853652954,0.3638145923614502
Assault,Normal,0,0,normal an orderly scene with predictable everyday human activity,95.80761249652355,93.66489295326635,0.8895561099052429,0.6727064847946167,0.21684962511062622
Assault,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,86.79850902532603,85.27740499106837,0.9495534896850586,0.8617825508117676,0.08777093887329102
Assault,Arrest,2,0,arrest a person being arrested by uniformed police officers,67.30280107526939,60.706561118930416,0.8911345601081848,0.8218472003936768,0.06928735971450806
Assault,Arson,3,0,arson a person lighting material before flames spread,83.62332606095491,68.4039016998203,0.7724949717521667,0.5491265654563904,0.22336840629577637
Assault,Assault,4,0,assault an attacker swinging arms repeatedly at another person,98.10270682207963,97.16866710576743,0.9602971076965332,0.7799301147460938,0.18036699295043945
Assault,Burglary,5,0,burglary a person illegally entering a building to steal property,93.17464568370475,93.88485535375544,0.9617228507995605,0.8567438721656799,0.10497897863388062
Assault,Explosion,6,0,explosion a powerful blast destroying an object or structure,95.85067824916058,94.59701549324734,0.921870768070221,0.8035541772842407,0.11831659078598022
Assault,Fighting,7,0,fighting a public fight where both sides are physically attacking,95.25150618200757,93.31673679298034,0.9053393602371216,0.7528730630874634,0.1524662971496582
Assault,RoadAccidents,8,0,roadAccidents a vehicle collision causing roadway impact and disruption,73.63604899208333,70.82015865081013,0.9465026259422302,0.9057022333145142,0.040800392627716064
Assault,Robbery,9,0,robbery a threatening person demanding valuables from a victim,95.22253884065452,95.17513322423015,0.9513141512870789,0.7802265882492065,0.17108756303787231
Assault,Shooting,10,0,shooting a shooting incident involving a visible gun,90.0539092426748,78.68078646179845,0.8034499883651733,0.5262291431427002,0.27722084522247314
Assault,Shoplifting,11,0,shoplifting a person secretly taking merchandise from a store without paying,98.96708312512841,98.3760683904135,0.9465604424476624,0.6476706862449646,0.29888975620269775
Assault,Stealing,12,0,stealing a person secretly stealing an unattended object,86.81917767111531,76.13805980784495,0.8140207529067993,0.5585978031158447,0.2554229497909546
Assault,Vandalism,13,0,vandalism someone striking public property until visible damage appears,98.4247316121679,97.69023690169456,0.8868650794029236,0.6500008702278137,0.23686420917510986
Burglary,Normal,0,0,normal an orderly scene with predictable everyday human activity,54.82398562756572,31.880231419549045,0.4779241979122162,0.4657737910747528,0.012150406837463379
Burglary,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,66.31117056301858,46.36605320452598,0.7242569327354431,0.6922199726104736,0.03203696012496948
Burglary,Arrest,2,0,arrest a person being arrested by uniformed police officers,64.06918858569703,39.12975362766762,0.6745728254318237,0.6143955588340759,0.0601772665977478
Burglary,Arson,3,0,arson a person lighting material before flames spread,40.13459639039417,16.51150828461535,0.42106226086616516,0.48640915751457214,-0.06534689664840698
Burglary,Assault,4,0,assault an attacker swinging arms repeatedly at another person,57.53515732300156,37.47210540500527,0.6565632820129395,0.6153503060340881,0.04121297597885132
Burglary,Burglary,5,0,burglary a person illegally entering a building to steal property,66.66508431940498,48.921365128728596,0.746854305267334,0.7179087996482849,0.028945505619049072
Burglary,Explosion,6,0,explosion a powerful blast destroying an object or structure,61.56800246866968,43.66806607665301,0.5933014750480652,0.5440428853034973,0.04925858974456787
Burglary,Fighting,7,0,fighting a public fight where both sides are physically attacking,66.23345626495065,44.29191190582761,0.6591231822967529,0.5890543460845947,0.0700688362121582
Burglary,RoadAccidents,8,0,roadAccidents a vehicle collision causing roadway impact and disruption,60.25940905576087,37.63375920501517,0.7361841797828674,0.7419716119766235,-0.0057874321937561035
Burglary,Robbery,9,0,robbery a threatening person demanding valuables from a victim,67.67498311347066,50.2128495104093,0.7147842049598694,0.6442257761955261,0.07055842876434326
Burglary,Shooting,10,0,shooting a shooting incident involving a visible gun,44.43030564843308,19.086944043224776,0.45040345191955566,0.4895167052745819,-0.039113253355026245
Burglary,Shoplifting,11,0,shoplifting a person secretly taking merchandise from a store without paying,65.9673670281523,45.2405369649999,0.641357958316803,0.516808271408081,0.12454968690872192
Burglary,Stealing,12,0,stealing a person secretly stealing an unattended object,42.59719302065491,17.78215685844572,0.43151500821113586,0.4766445457935333,-0.04512953758239746
Burglary,Vandalism,13,0,vandalism someone striking public property until visible damage appears,64.28809514158239,44.47932751112456,0.6437398791313171,0.5844995975494385,0.05924028158187866
Explosion,Normal,0,0,normal an orderly scene with predictable everyday human activity,38.30779610626276,9.44744624491011,0.4146665632724762,0.498237282037735,-0.08357071876525879
Explosion,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,40.07328135779839,9.069115853839735,0.7039072513580322,0.7500825524330139,-0.04617530107498169
Explosion,Arrest,2,0,arrest a person being arrested by uniformed police officers,44.03686253199799,9.748399459965045,0.7589746713638306,0.7644720673561096,-0.005497395992279053
Explosion,Arson,3,0,arson a person lighting material before flames spread,46.167854180891425,10.70565519604451,0.3924660384654999,0.42056116461753845,-0.028095126152038574
Explosion,Assault,4,0,assault an attacker swinging arms repeatedly at another person,35.58246281979252,8.873565367740582,0.32541242241859436,0.47162771224975586,-0.1462152898311615
Explosion,Burglary,5,0,burglary a person illegally entering a building to steal property,38.983069386724644,8.844117528194113,0.7125158905982971,0.7519868016242981,-0.03947091102600098
Explosion,Explosion,6,0,explosion a powerful blast destroying an object or structure,39.393913529438144,9.686563796054667,0.5394020676612854,0.6182259321212769,-0.07882386445999146
Explosion,Fighting,7,0,fighting a public fight where both sides are physically attacking,40.61603316207055,9.198314792889825,0.65097975730896,0.7022245526313782,-0.05124479532241821
Explosion,RoadAccidents,8,0,roadAccidents a vehicle collision causing roadway impact and disruption,39.980793827487425,9.70655595388022,0.799884557723999,0.8166124820709229,-0.016727924346923828
Explosion,Robbery,9,0,robbery a threatening person demanding valuables from a victim,41.26999568067006,9.14685091061197,0.6700796484947205,0.7077434659004211,-0.037663817405700684
Explosion,Shooting,10,0,shooting a shooting incident involving a visible gun,41.97958744742187,9.833814448123743,0.35706257820129395,0.41126585006713867,-0.05420327186584473
Explosion,Shoplifting,11,0,shoplifting a person secretly taking merchandise from a store without paying,42.61126886246676,10.737762838785432,0.5000792741775513,0.5690115690231323,-0.06893229484558105
Explosion,Stealing,12,0,stealing a person secretly stealing an unattended object,43.95841922746765,10.158030306127193,0.3719085454940796,0.4143317937850952,-0.042423248291015625
Explosion,Vandalism,13,0,vandalism someone striking public property until visible damage appears,42.59389460042408,9.326045330562884,0.6299299001693726,0.6611193418502808,-0.031189441680908203
Fighting,Normal,0,0,normal an orderly scene with predictable everyday human activity,57.29291470390475,42.75162198808324,0.593603789806366,0.580737829208374,0.012865960597991943
Fighting,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,60.085423766167054,47.06481888753662,0.754452109336853,0.7217244505882263,0.03272765874862671
Fighting,Arrest,2,0,arrest a person being arrested by uniformed police officers,59.60140861650214,44.349447838647585,0.7544592022895813,0.7133505940437317,0.04110860824584961
Fighting,Arson,3,0,arson a person lighting material before flames spread,44.0220841750682,30.795614166315673,0.5175564885139465,0.543548047542572,-0.02599155902862549
Fighting,Assault,4,0,assault an attacker swinging arms repeatedly at another person,57.8511942786761,43.24856980233276,0.7794159650802612,0.7477263808250427,0.031689584255218506
Fighting,Burglary,5,0,burglary a person illegally entering a building to steal property,59.99523230724728,56.611564535070855,0.7774818539619446,0.7466310858726501,0.030850768089294434
Fighting,Explosion,6,0,explosion a powerful blast destroying an object or structure,57.941107940494476,47.49098788612034,0.6446540355682373,0.6227691769599915,0.02188485860824585
Fighting,Fighting,7,0,fighting a public fight where both sides are physically attacking,60.46656138928183,50.63446932866535,0.6879420876502991,0.6333994269371033,0.0545426607131958
Fighting,RoadAccidents,8,0,roadAccidents a vehicle collision causing roadway impact and disruption,57.03845255902639,43.90602035053623,0.7642053365707397,0.7615847587585449,0.0026205778121948242
Fighting,Robbery,9,0,robbery a threatening person demanding valuables from a victim,60.65787099310958,57.044540848401994,0.7794801592826843,0.7471143007278442,0.03236585855484009
Fighting,Shooting,10,0,shooting a shooting incident involving a visible gun,52.48545066618638,35.64653872593369,0.5744218230247498,0.5703373551368713,0.004084467887878418
Fighting,Shoplifting,11,0,shoplifting a person secretly taking merchandise from a store without paying,62.25112996864712,58.31482527666545,0.7581919431686401,0.7105811238288879,0.0476108193397522
Fighting,Stealing,12,0,stealing a person secretly stealing an unattended object,47.63316869610953,32.78033171870982,0.5072304010391235,0.5264502763748169,-0.01921987533569336
Fighting,Vandalism,13,0,vandalism someone striking public property until visible damage appears,59.129338742197234,52.38543394569284,0.6767246127128601,0.6230287551879883,0.053695857524871826
Normal,Normal,0,0,normal an orderly scene with predictable everyday human activity,nan,nan,nan,0.044473033398389816,nan
Normal,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,nan,nan,nan,0.02461368404328823,nan
Normal,Arrest,2,0,arrest a person being arrested by uniformed police officers,nan,nan,nan,0.023231634870171547,nan
Normal,Arson,3,0,arson a person lighting material before flames spread,nan,nan,nan,0.5548146963119507,nan
Normal,Assault,4,0,assault an attacker swinging arms repeatedly at another person,nan,nan,nan,0.0740402415394783,nan
Normal,Burglary,5,0,burglary a person illegally entering a building to steal property,nan,nan,nan,0.025741389021277428,nan
Normal,Explosion,6,0,explosion a powerful blast destroying an object or structure,nan,nan,nan,0.027641693130135536,nan
Normal,Fighting,7,0,fighting a public fight where both sides are physically attacking,nan,nan,nan,0.021018011495471,nan
Normal,RoadAccidents,8,0,roadAccidents a vehicle collision causing roadway impact and disruption,nan,nan,nan,0.033807530999183655,nan
Normal,Robbery,9,0,robbery a threatening person demanding valuables from a victim,nan,nan,nan,0.02247902750968933,nan
Normal,Shooting,10,0,shooting a shooting incident involving a visible gun,nan,nan,nan,0.45769256353378296,nan
Normal,Shoplifting,11,0,shoplifting a person secretly taking merchandise from a store without paying,nan,nan,nan,0.015521799214184284,nan
Normal,Stealing,12,0,stealing a person secretly stealing an unattended object,nan,nan,nan,0.42475205659866333,nan
Normal,Vandalism,13,0,vandalism someone striking public property until visible damage appears,nan,nan,nan,0.022828996181488037,nan
RoadAccidents,Normal,0,0,normal an orderly scene with predictable everyday human activity,50.55136456302183,8.15337483933323,0.33689364790916443,0.32680678367614746,0.010086864233016968
RoadAccidents,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,53.98439259477412,8.804218662217057,0.49615079164505005,0.4448721408843994,0.051278650760650635
RoadAccidents,Arrest,2,0,arrest a person being arrested by uniformed police officers,53.98283358565109,9.123027122817996,0.5678898692131042,0.5405609011650085,0.027328968048095703
RoadAccidents,Arson,3,0,arson a person lighting material before flames spread,47.46476634697424,7.691539951913741,0.4078151285648346,0.4262275993824005,-0.018412470817565918
RoadAccidents,Assault,4,0,assault an attacker swinging arms repeatedly at another person,48.0375822759101,7.584425018200125,0.2510760426521301,0.27284541726112366,-0.02176937460899353
RoadAccidents,Burglary,5,0,burglary a person illegally entering a building to steal property,53.3229230124381,8.652846569282152,0.49151918292045593,0.44493964314460754,0.04657953977584839
RoadAccidents,Explosion,6,0,explosion a powerful blast destroying an object or structure,51.611850538020235,8.361770753166404,0.3739504814147949,0.35118404030799866,0.022766441106796265
RoadAccidents,Fighting,7,0,fighting a public fight where both sides are physically attacking,52.95808489670375,8.588809527166577,0.4486853778362274,0.41240012645721436,0.03628525137901306
RoadAccidents,RoadAccidents,8,0,roadAccidents a vehicle collision causing roadway impact and disruption,55.297767838095254,10.148084364831364,0.6819874048233032,0.6640989780426025,0.017888426780700684
RoadAccidents,Robbery,9,0,robbery a threatening person demanding valuables from a victim,52.98692656547986,8.563315015084031,0.4349738359451294,0.3891269564628601,0.04584687948226929
RoadAccidents,Shooting,10,0,shooting a shooting incident involving a visible gun,46.829230281780966,7.4732240705304225,0.35099929571151733,0.3787682354450226,-0.02776893973350525
RoadAccidents,Shoplifting,11,0,shoplifting a person secretly taking merchandise from a store without paying,51.26757935033205,8.175237051756122,0.2781037390232086,0.2724446654319763,0.0056590735912323
RoadAccidents,Stealing,12,0,stealing a person secretly stealing an unattended object,49.612901032845414,8.058640593168228,0.36334100365638733,0.37655946612358093,-0.013218462467193604
RoadAccidents,Vandalism,13,0,vandalism someone striking public property until visible damage appears,51.97075242670919,8.362102408394327,0.40613487362861633,0.3710378110408783,0.03509706258773804
Robbery,Normal,0,0,normal an orderly scene with predictable everyday human activity,70.06113721766087,72.37810301587706,0.6736214756965637,0.5511325001716614,0.12248897552490234
Robbery,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,74.7556905854058,80.8780923704344,0.7381024956703186,0.6261139512062073,0.11198854446411133
Robbery,Arrest,2,0,arrest a person being arrested by uniformed police officers,72.16208955189013,71.79822345113487,0.7253355383872986,0.5583235621452332,0.16701197624206543
Robbery,Arson,3,0,arson a person lighting material before flames spread,50.447794492978105,46.408408371669964,0.6913942694664001,0.6875110864639282,0.003883183002471924
Robbery,Assault,4,0,assault an attacker swinging arms repeatedly at another person,70.556215519789,75.56161273584927,0.7524692416191101,0.6553062200546265,0.09716302156448364
Robbery,Burglary,5,0,burglary a person illegally entering a building to steal property,74.12446107787929,78.87292724585188,0.7486995458602905,0.6407173275947571,0.10798221826553345
Robbery,Explosion,6,0,explosion a powerful blast destroying an object or structure,73.10243929789151,79.7489755295426,0.6954687833786011,0.5395158529281616,0.15595293045043945
Robbery,Fighting,7,0,fighting a public fight where both sides are physically attacking,73.74964811641537,78.63738949544874,0.7219675183296204,0.5438112616539001,0.17815625667572021
Robbery,RoadAccidents,8,0,roadAccidents a vehicle collision causing roadway impact and disruption,67.12533596851796,65.07649738464049,0.7376281023025513,0.7051966786384583,0.03243142366409302
Robbery,Robbery,9,0,robbery a threatening person demanding valuables from a victim,73.26512924202233,77.91006837486873,0.7414356470108032,0.589131772518158,0.15230387449264526
Robbery,Shooting,10,0,shooting a shooting incident involving a visible gun,60.08145009911144,54.062455391354604,0.7435348629951477,0.6964574456214905,0.04707741737365723
Robbery,Shoplifting,11,0,shoplifting a person secretly taking merchandise from a store without paying,72.38748193858945,78.78798562072714,0.7321808934211731,0.5458896160125732,0.18629127740859985
Robbery,Stealing,12,0,stealing a person secretly stealing an unattended object,57.58867758352637,51.516637034508705,0.7101381421089172,0.6714987754821777,0.0386393666267395
Robbery,Vandalism,13,0,vandalism someone striking public property until visible damage appears,74.794564230873,81.26785183154279,0.7200213670730591,0.5613330602645874,0.15868830680847168
Shooting,Normal,0,0,normal an orderly scene with predictable everyday human activity,60.49821947483205,14.788757016130344,0.5333113670349121,0.4170299172401428,0.11628144979476929
Shooting,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,63.63923230945817,17.578569324636092,0.8361398577690125,0.6225267648696899,0.2136130928993225
Shooting,Arrest,2,0,arrest a person being arrested by uniformed police officers,60.42519755136516,19.388251879039416,0.8165260553359985,0.6270791888237,0.18944686651229858
Shooting,Arson,3,0,arson a person lighting material before flames spread,56.8725406283505,15.560433094032748,0.42791053652763367,0.38705524802207947,0.0408552885055542
Shooting,Assault,4,0,assault an attacker swinging arms repeatedly at another person,66.55148182214552,17.828888911645933,0.6773151755332947,0.47869670391082764,0.19861847162246704
Shooting,Burglary,5,0,burglary a person illegally entering a building to steal property,67.77828359318794,20.880947332903975,0.8563419580459595,0.6232888698577881,0.2330530881881714
Shooting,Explosion,6,0,explosion a powerful blast destroying an object or structure,57.99731638342613,13.595714220545979,0.6409423351287842,0.49521735310554504,0.14572498202323914
Shooting,Fighting,7,0,fighting a public fight where both sides are physically attacking,59.39356208010113,15.99827373056652,0.763773500919342,0.5749345421791077,0.18883895874023438
Shooting,RoadAccidents,8,0,roadAccidents a vehicle collision causing roadway impact and disruption,64.05771044101587,18.592667854355412,0.8622456789016724,0.6744277477264404,0.18781793117523193
Shooting,Robbery,9,0,robbery a threatening person demanding valuables from a victim,63.71521122352597,16.704269328128113,0.8191910982131958,0.5921308398246765,0.2270602583885193
Shooting,Shooting,10,0,shooting a shooting incident involving a visible gun,58.70837914071609,14.995841070606236,0.465143620967865,0.40299704670906067,0.06214657425880432
Shooting,Shoplifting,11,0,shoplifting a person secretly taking merchandise from a store without paying,65.21492945070463,16.75582139505252,0.7008312344551086,0.4812135398387909,0.21961769461631775
Shooting,Stealing,12,0,stealing a person secretly stealing an unattended object,60.603234462163314,16.831216850729636,0.4371068775653839,0.3653968870639801,0.07170999050140381
Shooting,Vandalism,13,0,vandalism someone striking public property until visible damage appears,64.65910869996311,17.966727004072286,0.736778736114502,0.538058876991272,0.19871985912322998
Shoplifting,Normal,0,0,normal an orderly scene with predictable everyday human activity,44.86646184996983,8.14167182616362,0.662873387336731,0.6630922555923462,-0.00021886825561523438
Shoplifting,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,61.8730136479567,39.65444170953275,0.6579508185386658,0.6200167536735535,0.037934064865112305
Shoplifting,Arrest,2,0,arrest a person being arrested by uniformed police officers,61.53493370714328,20.407298949690205,0.6146270632743835,0.5539858341217041,0.06064122915267944
Shoplifting,Arson,3,0,arson a person lighting material before flames spread,34.66339427214143,6.967665076079392,0.7341991066932678,0.7971714735031128,-0.06297236680984497
Shoplifting,Assault,4,0,assault an attacker swinging arms repeatedly at another person,45.36553550220977,8.29098410161197,0.7946904897689819,0.779062807559967,0.015627682209014893
Shoplifting,Burglary,5,0,burglary a person illegally entering a building to steal property,61.2600183011117,20.25078477566455,0.6757965087890625,0.647045910358429,0.028750598430633545
Shoplifting,Explosion,6,0,explosion a powerful blast destroying an object or structure,49.867010883320674,9.15356106279618,0.6603380441665649,0.6471056342124939,0.013232409954071045
Shoplifting,Fighting,7,0,fighting a public fight where both sides are physically attacking,54.76387749936724,10.779763562932063,0.634369969367981,0.6064479351043701,0.02792203426361084
Shoplifting,RoadAccidents,8,0,roadAccidents a vehicle collision causing roadway impact and disruption,60.58971166014446,30.943264342320457,0.6539604067802429,0.6273893117904663,0.02657109498977661
Shoplifting,Robbery,9,0,robbery a threatening person demanding valuables from a victim,56.486300255047404,12.074706458280039,0.6750800013542175,0.6496755480766296,0.02540445327758789
Shoplifting,Shooting,10,0,shooting a shooting incident involving a visible gun,36.7779436559391,7.162046729795793,0.7719007730484009,0.8153145909309387,-0.04341381788253784
Shoplifting,Shoplifting,11,0,shoplifting a person secretly taking merchandise from a store without paying,50.58867589509959,9.812739882425397,0.6924685835838318,0.6694773435592651,0.02299124002456665
Shoplifting,Stealing,12,0,stealing a person secretly stealing an unattended object,36.98619940424041,7.192147542229245,0.7277248501777649,0.7806113958358765,-0.05288654565811157
Shoplifting,Vandalism,13,0,vandalism someone striking public property until visible damage appears,47.45825438545256,9.161652292520193,0.6121704578399658,0.602834939956665,0.009335517883300781
Stealing,Normal,0,0,normal an orderly scene with predictable everyday human activity,64.91612403100775,38.28218416777244,0.679351806640625,0.5810695886611938,0.09828221797943115
Stealing,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,89.59922480620158,86.14716055719491,0.9513699412345886,0.7652209401130676,0.186149001121521
Stealing,Arrest,2,0,arrest a person being arrested by uniformed police officers,86.94542635658915,72.666028678537,0.9248449802398682,0.7167227864265442,0.20812219381332397
Stealing,Arson,3,0,arson a person lighting material before flames spread,27.85360465116279,20.888586382745423,0.5067173838615417,0.623518705368042,-0.11680132150650024
Stealing,Assault,4,0,assault an attacker swinging arms repeatedly at another person,74.2575581395349,51.02718519717651,0.827009379863739,0.677722156047821,0.14928722381591797
Stealing,Burglary,5,0,burglary a person illegally entering a building to steal property,89.04709302325583,84.38570925214732,0.9586480855941772,0.7782843112945557,0.18036377429962158
Stealing,Explosion,6,0,explosion a powerful blast destroying an object or structure,89.37817829457366,70.3999596340289,0.8117620348930359,0.5950759649276733,0.21668606996536255
Stealing,Fighting,7,0,fighting a public fight where both sides are physically attacking,88.54693798449613,84.04815461939761,0.8889275789260864,0.6250012516975403,0.26392632722854614
Stealing,RoadAccidents,8,0,roadAccidents a vehicle collision causing roadway impact and disruption,88.54476744186046,82.13464181314546,0.9814251065254211,0.9068171977996826,0.07460790872573853
Stealing,Robbery,9,0,robbery a threatening person demanding valuables from a victim,88.94457364341086,83.90674719369086,0.9205940961837769,0.6647375822067261,0.2558565139770508
Stealing,Shooting,10,0,shooting a shooting incident involving a visible gun,32.45023255813953,22.41438969510421,0.5301210284233093,0.6186426281929016,-0.08852159976959229
Stealing,Shoplifting,11,0,shoplifting a person secretly taking merchandise from a store without paying,90.15375968992248,84.17812559492707,0.8321083784103394,0.5208762884140015,0.3112320899963379
Stealing,Stealing,12,0,stealing a person secretly stealing an unattended object,34.75833333333333,22.564751725532282,0.5337831377983093,0.6126706600189209,-0.07888752222061157
Stealing,Vandalism,13,0,vandalism someone striking public property until visible damage appears,86.0601550387597,80.29584136824629,0.8609512448310852,0.631354033946991,0.22959721088409424
Vandalism,Normal,0,0,normal an orderly scene with predictable everyday human activity,52.288422492581276,19.4685336207118,0.5334058403968811,0.513647198677063,0.019758641719818115
Vandalism,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,67.50177456793713,26.80622711171622,0.9330021739006042,0.8823239207267761,0.050678253173828125
Vandalism,Arrest,2,0,arrest a person being arrested by uniformed police officers,75.98799002579722,33.07486027344003,0.9089526534080505,0.8344780206680298,0.07447463274002075
